token_address,symbol,first_seen_at,txns_m5,volume_m5_usd,avg_trade_usd_m5,trade_count_total,total_amount_usd,sample_project
4PGya28QdcgvuGTxRseGS9R9eHtcpei6eEbxm7JWbonk,Abundance,2026-03-22 5:47,249,8403.69424060982,33.749776066706104,272,8559.30383628184,meteora
4P7bBu3vcRJLGhjRotJrrnS18RYYWyZCdTciE9KCpump,JSUPMT,2026-03-22 5:53,291,15636.369837822662,53.73322968323939,291,15636.369837822662,pumpdotfun
3ksCgVzt2ed7ywt5A4BAUVf9QwiehFTxUTjs9rBypump,CLAUDEskin,2026-03-22 5:46,10,547.48352364673,54.748352364672996,10,547.48352364673,pumpdotfun
3eiPiiwX1CefcrVG2BJvP3BTWp95vW5HDsPdrC5g74YQ,Bp,2026-03-22 5:56,34,9331.5792107655,274.4582120813382,34,9331.5792107655,meteora
3WEyNNQEPsT4X92KEerEDapH8myb9JMbgdBiREzqeXRC,RUNNER✅,2026-03-22 5:49,267,11529.017465830173,43.17984069599316,476,13854.74485194797,meteora
3TA4L3vUfzxpCNFyfzZQ6UsaBsAEYTLP6a9xWAcB7dyw,RunPepe,2026-03-22 5:54,513,11694.232355697259,22.795774572509277,557,12068.80790999876,meteora
3Dr4YJ9NWbtJxCesEwBAShPG4NWDsugkuZiizYXsYa2N,Skin,2026-03-22 5:58,380,6337.626656905501,16.677964886593422,380,6337.626656905501,meteora
2npPAExQhY6SKhJ7ozD2Fy5FEhwFXa8EQBqwcpH2XKHA,CHIBISHIT,2026-03-22 5:55,132,1553.4303249779998,11.768411552863634,132,1553.4303249780005,pumpdotfun
2nPtU8QLP1CHn7vtu3eyM8rdj6394QwYNKwH6fjudFxe,MICHIKO,2026-03-22 5:47,828,23889.027196231717,28.851482121052797,828,23889.027196231717,meteora
2ZZJxzHbE6wCMPYfzATmrQNk1Qg6MWDkSUpQwN6Tpump,KUKKI,2026-03-22 5:46,12,896.2793251343999,74.68994376119998,12,896.2793251344,pumpdotfun
